,movie_name,production_year,production_budget,revenue,profit,genre,rating,sequel,creative_type,source
962,Labor Day,2011,18000000,14189810,-3810190,Drama,PG-13,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
963,Won't Back Down,2011,19000000,5745503,-13254497,Drama,PG,0.0,Contemporary Fiction,Original Screenplay
965,The Devil's Double,2011,19100000,5965646,-13134354,Drama,R,0.0,Dramatization,Based on Real Life Events
967,A Dangerous Method,2011,20000000,14807531,-5192469,Drama,R,0.0,Dramatization,Based on Play
971,The Ides of March,2011,23000000,77735925,54735925,Drama,R,0.0,Contemporary Fiction,Based on Play
975,Madea's Big Happy Family,2011,25000000,54160818,29160818,Drama,PG-13,0.0,Contemporary Fiction,Based on Play
976,The Lucky One,2011,25000000,96633833,71633833,Drama,PG-13,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
980,Carnage,2011,25000000,38112154,13112154,Drama,R,0.0,Contemporary Fiction,Based on Play
986,Lawless,2011,26000000,54393687,28393687,Drama,R,0.0,Historical Fiction,Based on Fiction Book/Short Story
991,Safe Haven,2011,28000000,94050951,66050951,Drama,PG-13,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
992,Xinhai geming,2011,30000000,8593154,-21406846,Drama,R,0.0,Historical Fiction,Based on Real Life Events
994,The Vow,2011,30000000,197618160,167618160,Drama,PG-13,0.0,Historical Fiction,Based on Real Life Events
997,Lee Daniels' The Butler,2011,30000000,177025498,147025498,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
1002,Step Up Revolution,2011,33000000,165552290,132552290,Drama,PG-13,1.0,Contemporary Fiction,Original Screenplay
1004,J. Edgar,2011,35000000,84606030,49606030,Drama,R,0.0,Dramatization,Based on Real Life Events
1010,There Be Dragons,2011,36000000,4020990,-31979010,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
1011,Dolphin Tale,2011,37000000,96068724,59068724,Drama,PG,0.0,Dramatization,Based on Real Life Events
1015,The Odd Life of Timothy Green,2011,40000000,55249159,15249159,Drama,PG,0.0,Fantasy,Original Screenplay
1017,The Impossible,2011,40000000,169590606,129590606,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
1018,Extremely Loud and Incredibly Close,2011,40000000,55247881,15247881,Drama,PG-13,0.0,Historical Fiction,Based on Fiction Book/Short Story
1022,Big Miracle,2011,40000000,25268680,-14731320,Drama,PG,0.0,Dramatization,Based on Real Life Events
1035,We Bought a Zoo,2011,50000000,118729073,68729073,Drama,PG,0.0,Dramatization,Based on Factual Book/Article
1042,Gangster Squad,2011,60000000,104100903,44100903,Drama,R,0.0,Dramatization,Based on Factual Book/Article
1046,Lincoln,2011,65000000,273346281,208346281,Drama,PG-13,0.0,Dramatization,Based on Factual Book/Article
1053,War Horse,2011,70000000,156815529,86815529,Drama,PG-13,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1074,Jin líng shí san chai,2011,100000000,98227017,-1772983,Drama,R,0.0,Historical Fiction,Original Screenplay
1075,Cloud Atlas,2011,102000000,130673154,28673154,Drama,R,0.0,Multiple Creative Types,Based on Fiction Book/Short Story
1077,Life of Pi,2011,120000000,607258634,487258634,Drama,PG,0.0,Fantasy,Based on Fiction Book/Short Story
1083,"The Twilight Saga: Breaking Dawn, Part 1",2011,127500000,689420051,561920051,Drama,PG-13,1.0,Fantasy,Based on Fiction Book/Short Story
1111,Atlas Shrugged: Part II,2012,10000000,3336053,-6663947,Drama,PG-13,1.0,Science Fiction,Based on Fiction Book/Short Story
1113,The Iceman,2012,10000000,3623609,-6376391,Drama,R,0.0,Dramatization,Based on Real Life Events
1114,Sparkle,2012,10000000,24660323,14660323,Drama,PG-13,0.0,Historical Fiction,Remake
1115,Mud,2012,10000000,31556959,21556959,Drama,PG-13,0.0,Contemporary Fiction,Original Screenplay
1117,Inside Llewyn Davis,2012,11000000,32943247,21943247,Drama,R,0.0,Historical Fiction,Based on Factual Book/Article
1130,The Place Beyond the Pines,2012,15000000,47011449,32011449,Drama,R,0.0,Contemporary Fiction,Original Screenplay
1131,The Reluctant Fundamentalist,2012,15000000,528731,-14471269,Drama,R,0.0,Contemporary Fiction,Original Screenplay
1136,De rouille et d’os,2012,19500000,29393634,9893634,Drama,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1138,Chasing Mavericks,2012,20000000,8300821,-11699179,Drama,PG,0.0,Dramatization,Based on Real Life Events
1142,Silver Linings Playbook,2012,21000000,236412453,215412453,Drama,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1146,Dangerous Liaisons,2012,24200000,10447579,-13752421,Drama,Not Rated,0.0,Historical Fiction,Based on Fiction Book/Short Story
1148,Cirque du Soleil: Worlds Away,2012,25000000,28012862,3012862,Drama,PG,0.0,Fantasy,Original Screenplay
1154,42,2012,31000000,97470701,66470701,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
1155,Flight,2012,31000000,160558438,129558438,Drama,R,0.0,Contemporary Fiction,Original Screenplay
1161,The Master,2012,37500000,50647416,13147416,Drama,R,0.0,Historical Fiction,Original Screenplay
1167,Anna Karenina,2012,49000000,71004627,22004627,Drama,R,0.0,Historical Fiction,Based on Fiction Book/Short Story
1171,Zero Dark Thirty,2012,52500000,134612435,82112435,Drama,R,0.0,Dramatization,Based on Real Life Events
1172,Trouble with the Curve,2012,60000000,47818913,-12181087,Drama,PG-13,0.0,Contemporary Fiction,Original Screenplay
1173,Jack Reacher,2012,60000000,217370736,157370736,Drama,PG-13,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1182,Pompeii,2012,80000000,108469033,28469033,Drama,PG-13,0.0,Historical Fiction,Original Screenplay
1193,"The Twilight Saga: Breaking Dawn, Part 2",2012,136200000,829724737,693524737,Drama,PG-13,1.0,Fantasy,Based on Fiction Book/Short Story
1201,The Great Gatsby,2012,190000000,351040419,161040419,Drama,PG-13,0.0,Historical Fiction,Based on Fiction Book/Short Story
1209,50 to 1,2013,10000000,1069454,-8930546,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
1210,Parkland,2013,10000000,1616353,-8383647,Drama,PG-13,0.0,Historical Fiction,Original Screenplay
1217,Philomena,2013,12000000,98963392,86963392,Drama,PG-13,0.0,Contemporary Fiction,Based on Factual Book/Article
1218,La grande bellezza,2013,12000000,29549145,17549145,Drama,Not Rated,0.0,Contemporary Fiction,Original Screenplay
1219,Nebraska,2013,12000000,24761360,12761360,Drama,R,0.0,Contemporary Fiction,Original Screenplay
1221,Heaven is for Real,2013,12000000,100916299,88916299,Drama,PG,0.0,Dramatization,Based on Factual Book/Article
1232,The Immigrant,2013,16000000,7585011,-8414989,Drama,R,0.0,Historical Fiction,Original Screenplay
1238,The Railway Man,2013,18000000,23910210,5910210,Drama,R,0.0,Dramatization,Based on Factual Book/Article
1239,Jobs,2013,18000000,43402515,25402515,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
1242,The Book Thief,2013,19000000,76086711,57086711,Drama,PG-13,0.0,Historical Fiction,Based on Fiction Book/Short Story
1246,12 Years a Slave,2013,20000000,181025343,161025343,Drama,R,0.0,Historical Fiction,Based on Factual Book/Article
1249,Battle of the Year,2013,20000000,16723377,-3276623,Drama,PG-13,0.0,Contemporary Fiction,Based on Movie
1254,Son of God,2013,22000000,70949793,48949793,Drama,PG-13,0.0,Dramatization,Based on Religious Text
1255,Out of the Furnace,2013,22000000,15434375,-6565625,Drama,R,0.0,Contemporary Fiction,Original Screenplay
1256,Her,2013,23000000,48259031,25259031,Drama,R,0.0,Science Fiction,Original Screenplay
1259,Million Dollar Arm,2013,25000000,39217912,14217912,Drama,PG,0.0,Contemporary Fiction,Original Screenplay
1262,The Fifth Estate,2013,26000000,6154172,-19845828,Drama,R,0.0,Dramatization,Based on Real Life Events
1263,Blood Ties,2013,26000000,2923959,-23076041,Drama,R,0.0,Contemporary Fiction,Original Screenplay
1271,Grace of Monaco,2013,30000000,25199891,-4800109,Drama,,0.0,Dramatization,Based on Real Life Events
1279,Saving Mr. Banks,2013,35000000,114962525,79962525,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
1280,Mandela: Long Walk to Freedom,2013,35000000,29890402,-5109598,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
1282,Rush,2013,38000000,98230839,60230839,Drama,R,0.0,Dramatization,Based on Real Life Events
1287,Fifty Shades of Grey,2013,40000000,570998101,530998101,Drama,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1293,Captain Phillips,2013,55000000,220648184,165648184,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
1298,Winter's Tale,2013,60000000,22468620,-37531380,Drama,PG-13,0.0,Fantasy,Based on Fiction Book/Short Story
1302,The Monuments Men,2013,70000000,158702748,88702748,Drama,PG-13,0.0,Historical Fiction,Based on Factual Book/Article
1335,Strangerland,2014,10000000,161097,-9838903,Drama,R,1.0,Contemporary Fiction,Original Screenplay
1337,Big Eyes,2014,10000000,27317872,17317872,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
1339,Rosewater,2014,10000000,3185717,-6814283,Drama,R,0.0,Dramatization,Based on Factual Book/Article
1345,If I Stay,2014,11000000,78356170,67356170,Drama,PG-13,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1346,Woman in Gold,2014,11000000,58586407,47586407,Drama,PG-13,0.0,Contemporary Fiction,Original Screenplay
1347,Brooklyn,2014,11000000,62076141,51076141,Drama,PG-13,0.0,Historical Fiction,Based on Fiction Book/Short Story
1348,The Fault in Our Stars,2014,12000000,307166834,295166834,Drama,PG-13,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1351,The Drop,2014,12600000,19054534,6454534,Drama,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1355,Suffragette,2014,14000000,34044909,20044909,Drama,PG-13,0.0,Historical Fiction,Original Screenplay
1356,Mr. Turner,2014,14000000,25187026,11187026,Drama,R,0.0,Dramatization,Based on Real Life Events
1357,Freedom,2014,14500000,872757,-13627243,Drama,R,0.0,Historical Fiction,Original Screenplay
1358,Wild,2014,15000000,52460543,37460543,Drama,R,0.0,Dramatization,Based on Factual Book/Article
1359,The Imitation Game,2014,15000000,227740463,212740463,Drama,PG-13,0.0,Dramatization,Based on Factual Book/Article
1360,When the Game Stands Tall,2014,15000000,30138912,15138912,Drama,PG,0.0,Contemporary Fiction,Based on Factual Book/Article
1364,The Theory of Everything,2014,15000000,123327692,108327692,Drama,PG-13,0.0,Dramatization,Based on Factual Book/Article
1369,Escobar: Paradise Lost,2014,17000000,3917679,-13082321,Drama,R,0.0,Historical Fiction,Original Screenplay
1371,"McFarland, USA",2014,17000000,45707924,28707924,Drama,PG,0.0,Dramatization,Based on Real Life Events
1376,Endless Love,2014,20000000,34718173,14718173,Drama,PG-13,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1377,A Most Violent Year,2014,20000000,8846875,-11153125,Drama,R,0.0,Historical Fiction,Original Screenplay
1378,Selma,2014,20000000,66776576,46776576,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
1380,The Light Between Oceans,2014,20000000,22281732,2281732,Drama,PG-13,0.0,Historical Fiction,Based on Fiction Book/Short Story
1381,Inherent Vice,2014,20000000,14772346,-5227654,Drama,R,0.0,Historical Fiction,Based on Fiction Book/Short Story
1382,Little Boy,2014,20000000,17769299,-2230701,Drama,PG-13,0.0,Historical Fiction,Original Screenplay
1384,The Water Diviner,2014,22500000,31054727,8554727,Drama,R,0.0,Historical Fiction,Original Screenplay
1387,Draft Day,2014,25000000,29847480,4847480,Drama,PG-13,0.0,Contemporary Fiction,Original Screenplay
1388,The Gambler,2014,25000000,38718031,13718031,Drama,R,0.0,Contemporary Fiction,Remake
1390,The Giver,2014,25000000,55090374,30090374,Drama,PG-13,0.0,Science Fiction,Based on Fiction Book/Short Story
1394,The Best of Me,2014,26000000,41059418,15059418,Drama,PG-13,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1397,Our Brand is Crisis,2014,28000000,8594558,-19405442,Drama,R,0.0,Contemporary Fiction,Based on Movie
1400,Get on Up,2014,30000000,33339868,3339868,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
1402,United Passions,2014,30000000,168832,-29831168,Drama,Not Rated,0.0,Contemporary Fiction,Original Screenplay
1410,Dolphin Tale 2,2014,36000000,57824533,21824533,Drama,PG,1.0,Kids Fiction,Original Screenplay
1411,Aloha,2014,37000000,25387091,-11612909,Drama,PG-13,0.0,Contemporary Fiction,Original Screenplay
1419,Jersey Boys,2014,40000000,65282732,25282732,Drama,R,0.0,Dramatization,Based on Real Life Events
1424,The Judge,2014,50000000,76119388,26119388,Drama,R,0.0,Contemporary Fiction,Original Screenplay
1432,American Sniper,2014,58000000,547326372,489326372,Drama,R,0.0,Dramatization,Based on Factual Book/Article
1436,Unbroken,2014,65000000,163527824,98527824,Drama,PG-13,0.0,Dramatization,Based on Factual Book/Article
1444,Fury,2014,80000000,210315681,130315681,Drama,R,0.0,Historical Fiction,Original Screenplay
1447,Cinderella,2014,95000000,534551353,439551353,Drama,PG,0.0,Fantasy,Based on Folk Tale/Legend/Fairytale
1458,Noah,2014,130000000,352831065,222831065,Drama,PG-13,0.0,Historical Fiction,Based on Religious Text
1461,Exodus: Gods and Kings,2014,140000000,268314513,128314513,Drama,PG-13,0.0,Historical Fiction,Based on Religious Text
1489,Carol,2015,11800000,42843521,31043521,Drama,R,0.0,Historical Fiction,Based on Fiction Book/Short Story
1490,The Dressmaker,2015,11900000,24041617,12141617,Drama,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1491,Lion,2015,12000000,149570720,137570720,Drama,PG-13,0.0,Dramatization,Based on Factual Book/Article
1492,10 Days in a Madhouse,2015,12000000,14616,-11985384,Drama,R,0.0,Dramatization,Original Screenplay
1493,San cheng ji,2015,12000000,1950194,-10049806,Drama,,0.0,Dramatization,Based on Real Life Events
1494,Paper Towns,2015,12000000,85450484,73450484,Drama,PG-13,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1497,Miracles from Heaven,2015,13000000,73798736,60798736,Drama,PG,0.0,Dramatization,Based on Factual Book/Article
1499,Youth,2015,13000000,24001573,11001573,Drama,R,0.0,Contemporary Fiction,Original Screenplay
1500,Room,2015,13000000,36262783,23262783,Drama,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1503,Woodlawn,2015,13000000,14403703,1403703,Drama,PG,0.0,Dramatization,Based on Real Life Events
1507,Cìkè Niè Yinniáng,2015,15000000,11279884,-3720116,Drama,Not Rated,0.0,Historical Fiction,Remake
1509,In Dubious Battle,2015,15000000,214182,-14785818,Drama,R,0.0,Historical Fiction,Based on Fiction Book/Short Story
1510,Chiamatemi Francesco - Il papa della gente,2015,15000000,3925769,-11074231,Drama,,0.0,Dramatization,Based on Real Life Events
1511,Bleed for This,2015,16000000,6603926,-9396074,Drama,R,0.0,Dramatization,Based on Real Life Events
1512,The Young Messiah,2015,16800000,7313697,-9486303,Drama,PG-13,0.0,Dramatization,Based on Comic/Graphic Novel
1513,Genius,2015,17000000,7265283,-9734717,Drama,PG-13,0.0,Dramatization,Based on Factual Book/Article
1514,Midnight Special,2015,18000000,7680250,-10319750,Drama,PG-13,0.0,Science Fiction,Original Screenplay
1518,Ricki and the Flash,2015,18000000,41166033,23166033,Drama,PG-13,0.0,Contemporary Fiction,Original Screenplay
1520,Risen,2015,20000000,46255763,26255763,Drama,PG-13,0.0,Historical Fiction,Based on Religious Text
1522,Spotlight,2015,20000000,92088460,72088460,Drama,R,0.0,Dramatization,Based on Real Life Events
1525,My All-American,2015,20000000,2246000,-17754000,Drama,PG,0.0,Dramatization,Based on Factual Book/Article
1526,By the Sea,2015,20000000,3727746,-16272254,Drama,R,0.0,Historical Fiction,Original Screenplay
1529,Hands of Stone,2015,20000000,5031975,-14968025,Drama,R,0.0,Dramatization,Based on Real Life Events
1530,Me Before You,2015,20000000,208265198,188265198,Drama,PG-13,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1533,Bitter Harvest,2015,21000000,606162,-20393838,Drama,R,0.0,Historical Fiction,Original Screenplay
1536,Eddie the Eagle,2015,23000000,45060480,22060480,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
1537,Tulip Fever,2015,25000000,6792768,-18207232,Drama,R,0.0,Historical Fiction,Based on Fiction Book/Short Story
1541,The 33,2015,25000000,28400715,3400715,Drama,PG-13,0.0,Dramatization,Based on Factual Book/Article
1543,The Big Short,2015,28000000,133162752,105162752,Drama,R,0.0,Historical Fiction,Based on Factual Book/Article
1544,Straight Outta Compton,2015,28000000,202182981,174182981,Drama,R,0.0,Dramatization,Based on Real Life Events
1549,Steve Jobs,2015,30000000,35579007,5579007,Drama,R,0.0,Dramatization,Based on Factual Book/Article
1554,The Age of Adaline,2015,30000000,68984536,38984536,Drama,PG-13,0.0,Fantasy,Original Screenplay
1555,Southpaw,2015,30000000,94156456,64156456,Drama,R,0.0,Contemporary Fiction,Original Screenplay
1559,The Longest Ride,2015,34000000,63802928,29802928,Drama,PG-13,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1564,Concussion,2015,35000000,50363790,15363790,Drama,PG-13,0.0,Contemporary Fiction,Based on Factual Book/Article
1565,A Hologram for the King,2015,35000000,11846010,-23153990,Drama,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1566,The Walk,2015,35000000,61197045,26197045,Drama,PG,0.0,Dramatization,Based on Real Life Events
1567,Queen of the Desert,2015,36000000,1578543,-34421457,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
1568,Collateral Beauty,2015,36000000,85309093,49309093,Drama,PG-13,0.0,Contemporary Fiction,Original Screenplay
1570,Creed,2015,37000000,173567581,136567581,Drama,PG-13,1.0,Contemporary Fiction,Original Screenplay
1581,Billy Lynn’s Long Halftime Walk,2015,40000000,30230402,-9769598,Drama,R,0.0,Historical Fiction,Based on Fiction Book/Short Story
1587,Snowden,2015,50000000,35380918,-14619082,Drama,R,0.0,Dramatization,Based on Factual Book/Article
1588,Free State of Jones,2015,50000000,23237252,-26762748,Drama,R,0.0,Historical Fiction,Based on Real Life Events
1590,13 Hours: The Secret Soldiers of Benghazi,2015,50000000,69411370,19411370,Drama,R,0.0,Dramatization,Based on Factual Book/Article
1592,Black Mass,2015,53000000,98837872,45837872,Drama,R,0.0,Dramatization,Based on Factual Book/Article
1598,Joy,2015,60000000,101134059,41134059,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
1605,Live by Night,2015,65000000,21774432,-43225568,Drama,R,0.0,Historical Fiction,Based on Fiction Book/Short Story
1613,Ben-Hur,2015,95000000,91669648,-3330352,Drama,PG-13,0.0,Historical Fiction,Based on Fiction Book/Short Story
1630,Deepwater Horizon,2015,156000000,122603824,-33396176,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
1648,Churchill,2016,10000000,7582196,-2417804,Drama,PG,0.0,Dramatization,Based on Real Life Events
1649,The Birth of a Nation,2016,10000000,16891011,6891011,Drama,R,0.0,Dramatization,Based on Real Life Events
1650,Gotti,2016,10000000,6089100,-3910900,Drama,R,0.0,Dramatization,Based on Real Life Events
1651,Denial,2016,10000000,9263940,-736060,Drama,PG-13,0.0,Dramatization,Based on Factual Book/Article
1658,The Shallows,2016,13000000,118763442,105763442,Drama,PG-13,0.0,Contemporary Fiction,Original Screenplay
1659,The Founder,2016,15000000,24403192,9403192,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
1663,Almost Christmas,2016,17000000,42493506,25493506,Drama,PG-13,0.0,Contemporary Fiction,Original Screenplay
1665,Miss Sloane,2016,18000000,7719630,-10280370,Drama,R,0.0,Contemporary Fiction,Original Screenplay
1666,T2: Trainspotting,2016,18000000,42091262,24091262,Drama,R,1.0,Contemporary Fiction,Based on Fiction Book/Short Story
1671,LBJ,2016,20000000,2507181,-17492819,Drama,R,0.0,Dramatization,Based on Real Life Events
1672,Wonder,2016,20000000,304604581,284604581,Drama,PG,0.0,Dramatization,Based on Factual Book/Article
1677,The Zookeeper’s Wife,2016,20000000,26308749,6308749,Drama,PG-13,0.0,Dramatization,Based on Factual Book/Article
1678,The History of Love,2016,20000000,476624,-19523376,Drama,Not Rated,0.0,Historical Fiction,Based on Fiction Book/Short Story
1683,Fences,2016,24000000,64282881,40282881,Drama,PG-13,0.0,Historical Fiction,Based on Play
1684,A Dog’s Purpose,2016,25000000,203671625,178671625,Drama,PG,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1685,Hidden Figures,2016,25000000,231771716,206771716,Drama,PG,0.0,Dramatization,Based on Factual Book/Article
1693,Florence Foster Jenkins,2016,29000000,56000339,27000339,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
1698,The Space Between Us,2016,30000000,16481405,-13518595,Drama,PG-13,0.0,Science Fiction,Original Screenplay
1706,USS Indianapolis: Men of Courage,2016,40000000,1663785,-38336215,Drama,R,0.0,Dramatization,Based on Real Life Events
1709,Hacksaw Ridge,2016,40000000,168904682,128904682,Drama,R,0.0,Dramatization,Based on Real Life Events
1716,A Monster Calls,2016,43000000,46414530,3414530,Drama,PG-13,0.0,Fantasy,Based on Fiction Book/Short Story
1717,All Eyez on Me,2016,45000000,54876855,9876855,Drama,R,0.0,Dramatization,Based on Real Life Events
1720,Silence,2016,46500000,23726626,-22773374,Drama,R,0.0,Historical Fiction,Based on Fiction Book/Short Story
1721,Arrival,2016,47000000,203127894,156127894,Drama,PG-13,0.0,Science Fiction,Based on Fiction Book/Short Story
1724,Fifty Shades Darker,2016,55000000,381374768,326374768,Drama,R,1.0,Contemporary Fiction,Based on Fiction Book/Short Story
1728,Sully,2016,60000000,238524556,178524556,Drama,PG-13,0.0,Dramatization,Based on Factual Book/Article
1744,The Promise,2016,90000000,10551417,-79448583,Drama,PG-13,0.0,Historical Fiction,Original Screenplay
1749,Allied,2016,106000000,119266661,13266661,Drama,R,0.0,Historical Fiction,Original Screenplay
1779,Lady Bird,2017,10000000,78610769,68610769,Drama,R,0.0,Contemporary Fiction,Original Screenplay
1781,"Love, Simon",2017,10000000,65520633,55520633,Drama,PG-13,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1785,"Everything, Everything",2017,10000000,61603136,51603136,Drama,PG-13,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1789,Marshall,2017,12000000,10116816,-1883184,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
1797,The Shape of Water,2017,19500000,189195220,169695220,Drama,R,0.0,Historical Fiction,Original Screenplay
1804,Thank You for Your Service,2017,20000000,9985316,-10014684,Drama,R,0.0,Dramatization,Based on Factual Book/Article
1808,"Roman J. Israel, Esq.",2017,22000000,12967012,-9032988,Drama,PG-13,0.0,Contemporary Fiction,Original Screenplay
1810,Battle of the Sexes,2017,25000000,18445379,-6554621,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
1811,Beautiful Boy,2017,25000000,11589761,-13410239,Drama,R,0.0,Contemporary Fiction,Based on Factual Book/Article
1812,Matilda,2017,25000000,9370285,-15629715,Drama,,0.0,Dramatization,Based on Real Life Events
1818,Molly’s Game,2017,30000000,53296424,23296424,Drama,R,0.0,Dramatization,Based on Factual Book/Article
1824,White Boy Rick,2017,30000000,25338396,-4661604,Drama,R,0.0,Dramatization,Based on Real Life Events
1827,Darkest Hour,2017,30000000,150355828,120355828,Drama,PG-13,0.0,Dramatization,Based on Fiction Book/Short Story
1828,The 15:17 to Paris,2017,30000000,56096200,26096200,Drama,PG-13,0.0,Dramatization,Based on Factual Book/Article
1832,Adrift,2017,35000000,57897191,22897191,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
1836,12 Strong,2017,35000000,71118378,36118378,Drama,R,0.0,Historical Fiction,Based on Fiction Book/Short Story
1838,A Star is Born,2017,36000000,427901013,391901013,Drama,R,0.0,Contemporary Fiction,Remake
1843,Only the Brave,2017,38000000,24555177,-13444823,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
1850,The Post,2017,50000000,179748880,129748880,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
1854,Murder on the Orient Express,2017,55000000,345922730,290922730,Drama,PG-13,0.0,Historical Fiction,Remake
1856,Fifty Shades Freed,2017,55000000,371350619,316350619,Drama,R,1.0,Contemporary Fiction,Based on Fiction Book/Short Story
1901,Nobody’s Fool,2018,19000000,32589493,13589493,Drama,R,0.0,Contemporary Fiction,Original Screenplay
1915,The Mule,2018,50000000,151189401,101189401,Drama,R,0.0,Dramatization,Based on Factual Book/Article
1916,Creed II,2018,50000000,212654387,162654387,Drama,PG-13,1.0,Contemporary Fiction,Original Screenplay
1917,Bohemian Rhapsody,2018,55000000,868558377,813558377,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
1920,First Man,2018,60000000,104551148,44551148,Drama,PG-13,0.0,Dramatization,Based on Factual Book/Article
25,Idlewild,2006,15000000,12669914,-2330086,Musical,R,0.0,Historical Fiction,Original Screenplay
134,Dreamgirls,2006,75000000,155708695,80708695,Musical,PG-13,0.0,Historical Fiction,Based on Musical or Opera
205,Southland Tales,2007,17000000,364607,-16635393,Musical,R,0.0,Contemporary Fiction,Original Screenplay
272,Across the Universe,2007,45000000,29367143,-15632857,Musical,PG-13,0.0,Historical Fiction,Original Screenplay
290,Hairspray,2007,75000000,203035572,128035572,Musical,PG,0.0,Historical Fiction,Remake
326,High School Musical 3: Senior Year,2008,11000000,274392880,263392880,Musical,G,1.0,Contemporary Fiction,Based on TV
450,Mamma Mia!,2008,52000000,615748772,563748772,Musical,PG-13,0.0,Contemporary Fiction,Based on Musical or Opera
552,Fame,2009,18000000,80227619,62227619,Musical,PG,0.0,Contemporary Fiction,Remake
669,Nine,2009,80000000,53508858,-26491142,Musical,PG-13,0.0,Contemporary Fiction,Based on Musical or Opera
775,Footloose,2010,24000000,62989834,38989834,Musical,PG-13,0.0,Contemporary Fiction,Remake
892,The Nutcracker in 3D,2010,90000000,20466016,-69533984,Musical,PG,0.0,Kids Fiction,Based on Ballet
925,Tangled,2010,260000000,586477240,326477240,Musical,PG,0.0,Kids Fiction,Based on Folk Tale/Legend/Fairytale
989,Joyful Noise,2011,27500000,31157914,3657914,Musical,PG-13,0.0,Contemporary Fiction,Original Screenplay
1052,Rock of Ages,2011,70000000,61031932,-8968068,Musical,PG-13,0.0,Contemporary Fiction,Based on Musical or Opera
1176,Les Miserables,2012,65000000,442169052,377169052,Musical,PG-13,0.0,Historical Fiction,Based on Fiction Book/Short Story
1235,Black Nativity,2013,17500000,7285135,-10214865,Musical,PG,0.0,Fantasy,Based on Play
1326,Frozen,2013,150000000,1272469910,1122469910,Musical,PG,0.0,Kids Fiction,Based on Folk Tale/Legend/Fairytale
1431,Into the Woods,2014,56200000,213116401,156916401,Musical,PG,0.0,Fantasy,Based on Folk Tale/Legend/Fairytale
1435,Annie,2014,65000000,139829625,74829625,Musical,PG,0.0,Contemporary Fiction,Remake
1669,La La Land,2016,20000000,426683677,406683677,Musical,PG-13,0.0,Contemporary Fiction,Original Screenplay
1741,The Greatest Showman,2016,84000000,386665550,302665550,Musical,PG,0.0,Dramatization,Based on Real Life Events
1763,Moana,2016,150000000,637517365,487517365,Musical,PG,0.0,Kids Fiction,Original Screenplay
1764,Beauty and the Beast,2016,160000000,1259199706,1099199706,Musical,PG,0.0,Fantasy,Remake
1885,Coco,2017,175000000,798020225,623020225,Musical,PG,0.0,Kids Fiction,Based on Folk Tale/Legend/Fairytale
1930,Mary Poppins Returns,2018,130000000,346682866,216682866,Musical,PG,1.0,Kids Fiction,Based on Fiction Book/Short Story
344,U2 3D,2008,15000000,26170402,11170402,Concert/Performance,G,0.0,Factual,Based on Real Life Events
722,Justin Bieber: Never Say Never,2010,13000000,99034125,86034125,Concert/Performance,G,0.0,Factual,Based on Real Life Events
