,movie_name,production_year,production_budget,revenue,profit,genre,rating,sequel,creative_type,source
1168,The Host,2012,50000000,64477051,14477051,Thriller/Suspense,PG-13,0.0,Science Fiction,Based on Fiction Book/Short Story
1170,Beautiful Creatures,2012,50000000,60282876,10282876,Thriller/Suspense,PG-13,0.0,Fantasy,Based on Fiction Book/Short Story
1178,Escape Plan,2012,70000000,103735965,33735965,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
1188,Gravity,2012,110000000,693698673,583698673,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Original Screenplay
1189,Oblivion,2012,120000000,287916633,167916633,Thriller/Suspense,PG-13,0.0,Science Fiction,Based on Comic/Graphic Novel
1216,The Last Days on Mars,2013,10600000,261364,-10338636,Thriller/Suspense,R,0.0,Science Fiction,Original Screenplay
1223,The Call,2013,12800000,69821476,57021476,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
1226,No Good Deed,2013,13200000,54323210,41123210,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Original Screenplay
1227,Under the Skin,2013,13300000,7229933,-6070067,Thriller/Suspense,R,0.0,Science Fiction,Based on Fiction Book/Short Story
1233,Zulu,2013,16000000,1844228,-14155772,Thriller/Suspense,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1241,Getaway,2013,18000000,11813989,-6186011,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Original Screenplay
1243,The Frozen Ground,2013,19200000,5617460,-13582540,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
1252,Before I Go to Sleep,2013,22000000,19563579,-2436421,Thriller/Suspense,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1257,Redemption,2013,23000000,13593473,-9406527,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
1260,The Counselor,2013,25000000,71009334,46009334,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
1264,3 Days to Kill,2013,28000000,38959900,10959900,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Original Screenplay
1272,Runner Runner,2013,30000000,60512680,30512680,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
1286,Snowpiercer,2013,40000000,88069880,48069880,Thriller/Suspense,R,0.0,Science Fiction,Based on Comic/Graphic Novel
1290,Prisoners,2013,46000000,113402302,67402302,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
1301,Olympus Has Fallen,2013,70000000,150562164,80562164,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
1305,Now You See Me,2013,75000000,342769200,267769200,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Original Screenplay
1325,White House Down,2013,150000000,205440387,55440387,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Original Screenplay
1354,Ex Machina,2014,13000000,38358392,25358392,Thriller/Suspense,R,0.0,Science Fiction,Original Screenplay
1361,The November Man,2014,15000000,34820335,19820335,Thriller/Suspense,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1362,A Most Wanted Man,2014,15000000,36068890,21068890,Thriller/Suspense,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1363,Autómata,2014,15000000,6775458,-8224542,Thriller/Suspense,R,0.0,Science Fiction,Original Screenplay
1367,Left Behind,2014,16000000,20769209,4769209,Thriller/Suspense,PG-13,0.0,Science Fiction,Based on Fiction Book/Short Story
1405,The Maze Runner,2014,34000000,348319861,314319861,Thriller/Suspense,PG-13,0.0,Science Fiction,Based on Fiction Book/Short Story
1412,Victor Frankenstein,2014,40000000,32969209,-7030791,Thriller/Suspense,PG-13,0.0,Science Fiction,Based on Fiction Book/Short Story
1425,Child 44,2014,50000000,8004221,-41995779,Thriller/Suspense,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1428,Into the Storm,2014,50000000,150429371,100429371,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Original Screenplay
1434,Gone Girl,2014,61000000,368567189,307567189,Thriller/Suspense,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1441,Blackhat,2014,70000000,19665004,-50334996,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
1451,Transcendence,2014,100000000,103039258,3039258,Thriller/Suspense,PG-13,0.0,Science Fiction,Original Screenplay
1455,The Hunger Games: Mockingjay - Part 1,2014,125000000,766575131,641575131,Thriller/Suspense,PG-13,1.0,Science Fiction,Based on Fiction Book/Short Story
1480,The Forest,2015,10000000,40749230,30749230,Thriller/Suspense,PG-13,0.0,Fantasy,Original Screenplay
1481,When the Bough Breaks,2015,10000000,30768449,20768449,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Original Screenplay
1484,Shut In,2015,10000000,11360665,1360665,Thriller/Suspense,R,0.0,Fantasy,Original Screenplay
1487,Misconduct,2015,11000000,2352511,-8647489,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
1498,Eye in the Sky,2015,13000000,35402802,22402802,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
1517,The Perfect Guy,2015,18000000,60278166,42278166,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Original Screenplay
1523,Regression,2015,20000000,15824374,-4175626,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
1524,Triple 9,2015,20000000,25943792,5943792,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
1527,Survivor,2015,20000000,1703281,-18296719,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Original Screenplay
1528,Secret in Their Eyes,2015,20000000,32608019,12608019,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Remake
1532,Kidnap,2015,21000000,34836080,13836080,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
1540,Legend,2015,25000000,42425450,17425450,Thriller/Suspense,R,0.0,Dramatization,Based on Real Life Events
1542,Self/Less,2015,26000000,33667319,7667319,Thriller/Suspense,PG-13,0.0,Science Fiction,Original Screenplay
1550,Sicario,2015,30000000,84393749,54393749,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
1574,The Gunman,2015,40000000,18594227,-21405773,Thriller/Suspense,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1576,The Accountant,2015,40000000,152962083,112962083,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
1577,Bridge of Spies,2015,40000000,162498338,122498338,Thriller/Suspense,PG-13,0.0,Historical Fiction,Original Screenplay
1601,Maze Runner: The Scorch Trials,2015,61000000,310566162,249566162,Thriller/Suspense,PG-13,1.0,Science Fiction,Based on Fiction Book/Short Story
1603,Everest,2015,65000000,221297061,156297061,Thriller/Suspense,PG-13,0.0,Dramatization,Based on Real Life Events
1616,The Martian,2015,108000000,655271443,547271443,Thriller/Suspense,PG-13,0.0,Science Fiction,Based on Fiction Book/Short Story
1632,The Hunger Games: Mockingjay - Part 2,2015,160000000,648986787,488986787,Thriller/Suspense,PG-13,1.0,Science Fiction,Based on Fiction Book/Short Story
1654,Unforgettable,2016,12000000,16221211,4221211,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
1664,The Circle,2016,18000000,40651864,22651864,Thriller/Suspense,PG-13,0.0,Science Fiction,Based on Fiction Book/Short Story
1675,Nerve,2016,20000000,70652284,50652284,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1681,Nocturnal Animals,2016,22500000,32398681,9898681,Thriller/Suspense,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1692,Money Monster,2016,27000000,93466095,66466095,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
1708,Patriots Day,2016,40000000,52837989,12837989,Thriller/Suspense,R,0.0,Dramatization,Based on Real Life Events
1718,The Girl on the Train,2016,45000000,174278214,129278214,Thriller/Suspense,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1722,The Infiltrator,2016,47500000,20718104,-26781896,Thriller/Suspense,R,0.0,Dramatization,Based on Factual Book/Article
1726,Life,2016,58000000,100929666,42929666,Thriller/Suspense,R,0.0,Science Fiction,Original Screenplay
1732,American Assassin,2016,63000000,68310140,5310140,Thriller/Suspense,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1734,The Finest Hours,2016,70000000,49252761,-20747239,Thriller/Suspense,PG,0.0,Dramatization,Based on Real Life Events
1737,Inferno,2016,75000000,219519367,144519367,Thriller/Suspense,PG-13,1.0,Contemporary Fiction,Based on Fiction Book/Short Story
1745,Now You See Me 2,2016,90000000,328325007,238325007,Thriller/Suspense,PG-13,1.0,Contemporary Fiction,Original Screenplay
1752,Passengers,2016,110000000,302239672,192239672,Thriller/Suspense,PG-13,0.0,Science Fiction,Original Screenplay
1792,BlacKkKlansman,2017,15000000,90257450,75257450,Thriller/Suspense,R,0.0,Dramatization,Based on Factual Book/Article
1793,Hotel Artemis,2017,15000000,12758799,-2241201,Thriller/Suspense,R,0.0,Science Fiction,Original Screenplay
1798,Flatliners,2017,20000000,45173738,25173738,Thriller/Suspense,PG-13,1.0,Science Fiction,Original Screenplay
1800,Acrimony,2017,20000000,46627836,26627836,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
1802,A Simple Favor,2017,20000000,97174917,77174917,Thriller/Suspense,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1803,Jìyì dàshī,2017,20000000,43888531,23888531,Thriller/Suspense,Not Rated,0.0,Contemporary Fiction,Original Screenplay
1819,mother!,2017,30000000,42531076,12531076,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
1821,Atomic Blonde,2017,30000000,98345423,68345423,Thriller/Suspense,R,0.0,Historical Fiction,Based on Comic/Graphic Novel
1831,Baby Driver,2017,34000000,228104185,194104185,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
1835,The Snowman,2017,35000000,43226146,8226146,Thriller/Suspense,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1845,The Hurricane Heist,2017,40000000,30963684,-9036316,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Original Screenplay
1847,The Girl in the Spider’s Web,2017,43000000,34979704,-8020296,Thriller/Suspense,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1849,American Made,2017,50000000,135569212,85569212,Thriller/Suspense,R,0.0,Dramatization,Based on Real Life Events
1855,Annihilation,2017,55000000,43070915,-11929085,Thriller/Suspense,R,0.0,Science Fiction,Based on Fiction Book/Short Story
1860,Maze Runner: The Death Cure,2017,61000000,265878536,204878536,Thriller/Suspense,PG-13,1.0,Science Fiction,Based on Fiction Book/Short Story
1863,Red Sparrow,2017,69000000,145951861,76951861,Thriller/Suspense,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1889,Blade Runner 2049,2017,185000000,259357408,74357408,Thriller/Suspense,R,1.0,Science Fiction,Based on Fiction Book/Short Story
1903,Glass,2018,20000000,244036195,224036195,Thriller/Suspense,PG-13,1.0,Contemporary Fiction,Original Screenplay
1904,Serenity,2018,25000000,10842268,-14157732,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
1909,Bad Times at the El Royale,2018,32000000,29204379,-2795621,Thriller/Suspense,R,0.0,Historical Fiction,Original Screenplay
1912,Widows,2018,40000000,73866088,33866088,Thriller/Suspense,R,0.0,Contemporary Fiction,Based on TV
